t,signal
0.0,0.0
0.0016672224074691564,0.041889608763207534
0.003334444814938313,0.08370567990871937
0.005001667222407469,0.12537480491484654
0.006668889629876626,0.1668238332252844
0.008336112037345782,0.20798000066562916
0.010003334444814937,0.24877105718159742
0.011670556852284094,0.28912539367470314
0.013337779259753251,0.3289721677127293
0.015005001667222408,0.3682414278943112
0.016672224074691565,0.40686423664930454
0.01833944648216072,0.4447727912593641
0.020006668889629875,0.4819005428862788
0.021673891297099034,0.5181823133991077
0.02334111370456819,0.5535544097950256
0.025008336112037347,0.5879547360130125
0.026675558519506502,0.621322901944096
0.028342780926975657,0.6536003294467777
0.030010003334444816,0.6847303551815331
0.03167722574191397,0.7146583300838585
0.03334444814938313,0.7433317153012375
0.03501167055685228,0.7707001744256108
0.03667889296432144,0.7967156618594319
0.0383461153717906,0.8213325071601841
0.04001333777925975,0.8445074952152879
0.04168056018672891,0.8661999421066547
0.04334778259419807,0.8863717665317018
0.045015005001667226,0.9049875566554516
0.04668222740913638,0.9220146322763543
0.048349449816605536,0.9374231021967011
0.050016672224074694,0.951185916696914
0.051683894631543846,0.9632789150215928
0.053351117039013005,0.9736808677939578
0.05501833944648216,0.9823735142842278
0.056685561853951315,0.9893415944665099
0.05835278426142047,0.9945728758079245
0.06002000666888963,0.9980581747429358
0.061687229076358784,0.999791372795191
0.06335445148382794,0.9997694273185659
0.0650216738912971,0.997992376838559
0.06668889629876626,0.9944633409846606
0.06835611870623541,0.989188515013812
0.07002334111370456,0.9821771589345715
0.07169056352117373,0.9734415812510788
0.07335778592864288,0.9629971173553566
0.07502500833611203,0.9508621026058786
0.0766922307435812,0.9370578401396688
0.07835945315105035,0.921608563474437
0.0800266755585195,0.9045413939664009
0.08169389796598867,0.8858862931984799
0.08336112037345782,0.8656760103824441
0.08502834278092698,0.8439460248673523
0.08669556518839613,0.8207344838552082
0.08836278759586529,0.7960821354331741
0.09003001000333445,0.7700322570399053
0.0916972324108036,0.7426305794915846
0.09336445481827275,0.7139252067010265
0.09503167722574192,0.6839665312307873
0.09669889963321107,0.652807145828531
0.09836612204068022,0.6205017510999447
0.10003334444814939,0.5871070594812904
0.10170056685561854,0.5526816956801713
0.10336778926308769,0.5172860937592818
0.10503501167055686,0.4809823910438199
0.10670223407802601,0.4438343190388077
0.10836945648549516,0.40590709154780835
0.11003667889296433,0.3672672901894577
0.11170390130043348,0.32798274751278284
0.11337112370790263,0.2881224279164972
0.1150383461153718,0.24775630658132522
0.11670556852284095,0.20695524662788997
0.1183727909303101,0.1657908747158095
0.12004001333777926,0.12433545530239706
0.12170723574524842,0.08266176378170104
0.12337445815271757,0.0408429587265862
0.12504168056018672,-0.001047546541852579
0.12670890296765588,-0.04293621283209679
0.12837612537512505,-0.08474950418097034
0.1300433477825942,-0.1264140169467449
0.13171057019006335,-0.16785660866994925
0.13337779259753252,-0.209004526475671
0.13504501500500166,-0.24978553479194018
0.13671223741247082,-0.2901280421599851
0.13837945981994,-0.3299612269137328
0.14004668222740912,-0.36921516150793887
0.1417139046348783,-0.4078209352766794
0.14338112704234746,-0.4457107754066931
0.1450483494498166,-0.4828181659132209
0.14671557185728576,-0.5190779644094691
0.14838279426475492,-0.5544265164647016
0.15005001667222406,-0.5888017673502184
0.15171723907969323,-0.6221433709770393
0.1533844614871624,-0.6543927958340502
0.15505168389463153,-0.6854934277406444
0.1567189063021007,-0.7153906692334714
0.15838612870956986,-0.7440320354128158
0.160053351117039,-0.7713672460803517
0.16172057352450817,-0.7973483140065251
0.16338779593197733,-0.8219296291725999
0.1650550183394465,-0.8450680388394969
0.16672224074691563,-0.8667229233028435
0.1683894631543848,-0.8868562672012688
0.17005668556185397,-0.9054327262527344
0.1717239079693231,-0.922419689301773
0.17339113037679227,-0.9377873355686878
0.17505835278426143,-0.9515086870002236
0.17672557519173057,-0.9635596556298021
0.17839279759919974,-0.9739190858641849
0.1800600200066689,-0.9825687916223215
0.18172724241413804,-0.989493588261194
0.1833944648216072,-0.9946813192326068
0.18506168722907637,-0.9981228774241239
0.1867289096365455,-0.9998122211466957
0.18839613204401467,-0.9997463847409022
0.19006335445148384,-0.9979254837831973
0.19173057685895298,-0.9943527148830137
0.19339779926642214,-0.9890343500710824
0.1950650216738913,-0.9819797257888235
0.19673224408136045,-0.9732012264981302
0.1983994664888296,-0.9627142629403256
0.20006668889629878,-0.9505372450824556
0.20173391130376792,-0.9366915497984127
0.20340113371123708,-0.9212014833416221
0.20506835611870625,-0.9040942386751802
0.20673557852617538,-0.8853998477343388
0.20840280093364455,-0.8651511287051502
0.21007002334111372,-0.8433836284118209
0.21173724574858285,-0.8201355599139153
0.21340446815605202,-0.7954477354229537
0.21507169056352118,-0.7693634946561775
0.21673891297099032,-0.7419286287532518
0.2184061353784595,-0.7131912998894714
0.22007335778592865,-0.683201956726593
0.2217405801933978,-0.6520132458497139
0.22340780260086696,-0.6196799193456785
0.22507502500833612,-0.5862587386852537
0.22674224741580526,-0.5518083750778159
0.22840946982327442,-0.516389306473461
0.2300766922307436,-0.4800637113933823
0.23174391463821273,-0.44289535977486016
0.2334111370456819,-0.404949501022518
0.23507835945315106,-0.3662927494623526
0.2367455818606202,-0.3269929673996378
0.23841280426808936,-0.2871191459859752
0.24008002667555853,-0.24674128410466464
0.24174724908302767,-0.20593026548697096
0.24341447149049683,-0.1647577342750452
0.245081693897966,-0.12329596924993073
0.24674891630543513,-0.0816177569454602
0.2484161387129043,-0.039796263870778524
0.25008336112037344,0.002095091934175709
0.25175058352784263,0.043982769784758804
0.25341780593531177,0.08579323545300929
0.2550850283427809,0.12745309025770835
0.2567522507502501,0.16888919991648316
0.25841947315771924,0.2100288229337466
0.2600866955651884,0.25079973829911273
0.26175391797265757,0.2911303722720829
0.2634211403801267,0.33094992403044443
0.26508836278759584,0.37018848996181053
0.26675558519506504,0.4087771863800966
0.2684228076025342,0.44664827045149325
0.2700900300100033,0.4837352591176894
0.2717572524174725,0.51997304580752
0.27342447482494164,0.5552980147321896
0.2750916972324108,0.5896481525634151
0.27675891963988,0.6229631572984303
0.2784261420473491,0.6551845441207318
0.28009336445481825,0.6862557480707604
0.28176058686228744,0.7161222233462304
0.2834278092697566,0.7447315390578203
0.2850950316772257,0.7720334712721152
0.2867622540846949,0.7979800911802101
0.28842947649216405,0.8225258492372018
0.2900966988996332,0.8456276551248626
0.2917639213071024,0.8672449533971153
